protein1_uniprot,protein2_uniprot,interaction_type
Q8N612,Q96HR9,1
Q8N612,O95197,1
Q8N612,Q16799,1
Q15011,Q01844,1
Q9NSC5,O94915,1
Q9NSC5,Q96FJ2,1
Q9Y5Z4,O75340,1
O43488,O95154,1
Q9NZ43,Q96G97,1
O43617,Q9UL33,1
Q9NRX4,Q9UJW3,1
O43734,Q99750,1
O43734,Q12933,1
O15488,P13807,1
O75152,P40692,1
Q92624,Q9NZZ3,1
Q92624,Q969V5,1
Q92624,Q92824,1
Q92624,O43889,1
Q92624,Q9H1J7,1
Q92624,P26992,1
Q92624,Q96S15,1
Q92624,Q9BT88,1
Q92624,Q6ZMV9,1
Q92624,Q96ES6,1
Q92624,P42568,1
Q92624,Q6PEW1,1
Q92624,Q15050,1
Q92624,Q12788,1
Q92624,Q4U2R8,1
Q92624,P42356,1
Q92624,Q8N140,1
P26368,Q9UKJ5,1
P26368,Q9NVV9,1
P26368,Q7Z7F0,1
P26368,P78362,1
P26368,Q07955,1
P26368,Q01081,1
P26368,Q7Z7J5,1
P26368,Q8N7W2,1
P26368,Q15637,1
P26368,Q96LR2,1
P26368,Q9UHX1,1
Q9NVM9,Q8N720,1
O00167,Q96MA1,1
O00167,Q93062,1
Q9P0W2,Q15834,1
Q7L590,Q14566,1
Q7L590,Q96ED9,1
Q7L590,Q9Y2I6,1
Q7L590,O94972,1
Q7L590,Q9P209,1
Q7L590,Q8NHQ1,1
Q7L590,Q13137,1
Q7L590,Q96BR9,1
Q7L590,Q7Z7J5,1
Q7L590,O43298,1
Q7L590,P19012,1
Q7L590,Q15834,1
Q15046,Q13155,1
Q96GM5,Q8N6Y0,1
Q96GM5,Q13137,1
Q96GM5,P19012,1
Q96GM5,Q15834,1
Q96GM5,O95751,1
Q9P1U0,Q15233,1
O00423,Q9H9L3,1
P23497,P63165,1
Q99612,Q96KQ7,1
P61586,Q07960,1
Q05513,Q9NPB6,1
Q92917,Q9Y2I6,1
Q9UHH9,O15162,1
P78337,Q9BQY4,1
P78337,Q93062,1
P78337,Q92997,1
O60706,P26641,1
P35398,P62195,1
Q9BV68,P51668,1
Q9BV68,Q9Y2X8,1
Q9BV68,P61077,1
P60953,Q00587,1
O43639,Q9Y2W2,1
O43639,Q15654,1
O43639,Q16630,1
O43639,Q13191,1
O43639,Q5T5P2,1
O43639,P51116,1
O43639,Q9NYB9,1
O43639,Q15427,1
O43639,Q8N684,1
O43639,P61978,1
O43639,Q9NZQ3,1
P62899,Q01844,1
Q15645,Q15645,1
Q15645,Q8TBB1,1
Q15645,Q86UW9,1
Q15645,P21964,1
Q15645,Q9NTN9,1
Q15645,O00746,1
Q15645,O15389,1
Q15645,P30039,1
Q15645,P67775,1
Q15645,O95486,1
Q15645,Q9NRQ2,1
Q15645,Q9BSH5,1
Q15645,Q53HV7,1
Q15645,Q15013,1
Q15645,Q5TA45,1
Q15645,Q96JB6,1
Q15645,Q96FJ0,1
Q15645,Q6P9B6,1
Q15645,Q9BXL6,1
Q15645,Q13228,1
Q15645,Q13444,1
Q15645,Q9NZF1,1
Q15645,Q969Q4,1
Q15645,Q96HA8,1
Q15645,Q93062,1
Q15645,Q86YR5,1
Q15645,Q6BCY4,1
Q15645,Q8IVS8,1
Q15645,Q96LM6,1
Q15645,Q9H4B4,1
Q15645,Q9H0W9,1
Q15645,O60260,1
Q15645,Q9NRY6,1
Q15645,Q9GZT8,1
Q15645,Q8WXK3,1
Q15645,Q8N720,1
Q15645,O60269,1
Q15645,Q9BYR7,1
Q15645,O95865,1
Q15645,P07902,1
Q15645,O15389,1
P12814,Q13426,1
P12814,Q9NP98,1
P12814,P43364,1
Q8TBB1,Q15102,1
Q8TBB1,Q92841,1
Q8TBB1,Q8N5Z5,1
Q8TBB1,Q7Z6G3,1
Q8TBB1,Q9UI14,1
Q8TBB1,Q9BQD3,1
Q8TBB1,Q13155,1
Q8TBB1,Q9P209,1
Q8TBB1,P36406,1
Q8TBB1,Q53G59,1
Q8TBB1,Q9NTM9,1
Q8TBB1,Q8TC92,1
Q8TBB1,Q9UJ70,1
Q8TBB1,Q12933,1
Q8TBB1,P22234,1
Q8TBB1,P32321,1
Q8TBB1,P21673,1
Q8TBB1,O75525,1
Q8TBB1,Q53H80,1
Q8TBB1,Q13137,1
Q8TBB1,Q07955,1
Q8TBB1,Q96CG3,1
Q8TBB1,P38159,1
Q8TBB1,Q96GX9,1
Q8TBB1,P49247,1
Q8TBB1,Q96BR9,1
Q8TBB1,Q92997,1
Q8TBB1,P09467,1
Q8TBB1,P61457,1
Q8TBB1,Q9Y3Q8,1
Q8TBB1,O43298,1
Q8TBB1,P19012,1
Q8TBB1,Q8WZ19,1
Q8TBB1,Q15834,1
Q8TBB1,Q96M61,1
Q8TBB1,O95751,1
Q8TBB1,Q13643,1
Q8TBB1,P43364,1
Q8TBB1,Q96KQ7,1
Q8TBB1,Q9BQ66,1
Q8TBB1,O95073,1
Q9UHB7,Q12933,1
Q9UHB7,Q8IUQ4,1
P51668,Q9HCM9,1
Q9BXS5,P07910,1
Q9BXS5,Q59EK9,1
Q9BXS5,P51116,1
Q9BXS5,Q96CG3,1
Q9BXS5,Q96BR9,1
Q9BXS5,O95751,1
Q9BXS5,Q14872,1
P49736,Q14566,1
Q9NVX2,Q01844,1
Q99816,Q53EZ4,1
Q99816,Q6UWE0,1
Q99816,Q9UK41,1
Q99816,Q8ND30,1
Q99816,P19012,1
Q99816,O14964,1
Q9HB63,Q6UY14,1
Q9HB63,O15162,1
P30626,P30626,1
P30626,Q13137,1
Q14966,Q96ED9,1
Q14966,Q9H0M0,1
Q14966,Q13137,1
Q14966,P08727,1
Q14966,P19012,1
Q14966,O95967,1
Q14966,Q15834,1
Q14966,O15162,1
Q14966,Q96EK5,1
Q14966,Q9BQ66,1
P27448,P31947,1
P60709,P60709,1
P60709,P60981,1
P60709,Q9Y281,1
P60709,P23528,1
P60709,P63261,1
Q15024,Q92551,1
Q14566,Q14566,1
Q14566,P25786,1
Q14566,Q9UBH0,1
Q14566,Q53TS8,1
Q14566,Q9BWG6,1
Q14566,Q8WYH8,1
Q14566,P42568,1
Q9Y580,O75525,1
Q9Y580,Q9NP66,1
Q9Y580,P38159,1
Q9Y580,P61978,1
Q9Y580,Q15834,1
P40692,Q14134,1
P40692,Q96NE9,1
P40692,O94941,1
P40692,P86452,1
P49902,P49902,1
P49902,Q86TA1,1
P49902,P51116,1
P49902,Q9Y5B8,1
P49902,Q9BVI4,1
P49902,Q6ZVK8,1
Q9HCS7,Q9UNP9,1
P09012,P09012,1
P09012,Q9BQ61,1
Q9NQT4,Q5T5P2,1
Q13409,P51808,1
O75427,Q99750,1
O75427,Q9NQC3,1
Q5HYJ3,Q9BQ66,1
Q8N6T7,Q9UKW6,1
O75344,O75909,1
O75344,Q9Y5B8,1
O75928,P63279,1
O75928,Q8IVL1,1
P10398,Q53G59,1
P31269,Q15654,1
P31269,Q93062,1
P31269,O15162,1
Q15154,Q9P209,1
Q15154,Q8IYI6,1
Q15154,Q9Y3C0,1
Q15154,Q5VYK3,1
Q15154,Q9NYB9,1
Q15154,Q12929,1
Q15154,Q8WYH8,1
Q15154,P08727,1
Q15154,P19012,1
O43439,Q99750,1
O43439,Q96HA8,1
Q9H0E2,Q9BQY4,1
Q9H0E2,Q93062,1
Q9H0E2,Q8WYJ6,1
Q9H0E2,Q15038,1
Q9H0E2,Q86U70,1
Q9Y2X8,Q86UW9,1
Q9Y2X8,P43364,1
Q9Y2X8,Q9HCM9,1
Q06455,Q9Y2W2,1
Q06455,Q7Z6G3,1
Q06455,Q9P2A4,1
Q06455,Q0VDD7,1
Q06455,Q5SW79,1
Q06455,Q9HBM6,1
Q9UII6,Q15834,1
Q15102,Q15102,1
Q15102,Q9H190,1
Q15102,Q8WUX9,1
Q15102,P68402,1
O76038,O00161,1
Q9UNT1,Q96LK0,1
Q14145,P62495,1
P48380,Q12933,1
P48380,Q8HWS3,1
Q9UJV3,Q8WWB3,1
P28749,Q99708,1
P28749,Q9BUH8,1
O14777,Q9UL45,1
O14777,Q9Y2J4,1
O14777,Q53G59,1
O14777,Q9Y3C0,1
O14777,Q8N6Y0,1
Q9GZZ9,P13798,1
Q9UNI6,Q9UI14,1
Q9Y547,Q9BW83,1
Q49AR2,Q9Y2W2,1
Q49AR2,P60002,1
Q9Y2J2,Q9NS73,1
Q9NWS9,Q9UMX1,1
Q9NWS9,Q9BY27,1
Q9NWS9,O15535,1
Q9NWS9,Q9NX65,1
Q9NWS9,Q96IT1,1
Q9NWS9,Q9UNY5,1
Q9NWS9,P17028,1
Q9NWS9,Q9H4T2,1
Q9NWS9,P49910,1
Q9UQN3,Q12933,1
Q9Y2W2,Q92841,1
Q9Y2W2,Q15642,1
Q9Y2W2,Q8WWV3,1
Q9Y2W2,Q96EZ8,1
Q9UPY8,P25791,1
Q9UPY8,Q15555,1
Q9Y3D8,P62263,1
Q9UI26,Q9BRC7,1
Q9UI26,Q12933,1
P49903,P49903,1
Q6FIF0,Q12933,1
Q9BPX1,Q9BPX1,1
Q9BPX1,Q96HA8,1
Q9BPX1,P35638,1
Q9BPX1,Q6ZVK8,1
Q15654,Q9H5Z6,1
Q15654,Q96I34,1
Q15654,Q8NEC5,1
Q15654,Q13643,1
Q15654,Q5VWP2,1
Q15654,Q96HA1,1
Q15654,P29972,1
P02792,P02792,1
P02792,P02794,1
P62195,P13805,1
P62195,P19012,1
P11597,Q01844,1
Q13435,Q15427,1
Q9P2K6,Q8N6Y0,1
Q9P2K6,Q9UMX0,1
Q9P2K6,Q96D15,1
Q9P2K6,Q9UHV2,1
P48378,Q99750,1
P48378,Q8HWS3,1
O00204,P49888,1
O00204,Q96Q35,1
Q96BS2,Q7Z5J4,1
Q96BS2,Q7Z6B0,1
Q96BS2,Q9NP66,1
Q96BS2,P51808,1
Q96IZ5,P07910,1
Q96IZ5,P61978,1
Q96IZ5,Q15834,1
Q96IZ5,Q86SE5,1
P24278,Q9BQD3,1
P24278,Q99750,1
P24278,O60504,1
P24278,Q12933,1
P19634,Q99750,1
O75909,Q8TAP6,1
O75909,Q7Z6G3,1
O75909,Q07002,1
O75909,Q8N6Y0,1
O75909,Q9BQY4,1
O75909,O75558,1
O75909,Q9NP66,1
O75909,Q93062,1
O75909,Q92997,1
O75909,Q9Y3Q8,1
O75909,O95967,1
O75909,Q15834,1
O75909,Q8HWS3,1
O75909,Q8N5I3,1
O75909,Q9BQ66,1
Q9NZD8,Q9UJY4,1
Q9NZD8,Q96QG7,1
Q9NZD8,Q9UI14,1
Q9NZD8,Q9NQC3,1
Q9NZD8,Q9NTM9,1
Q9NZD8,Q12933,1
Q9NZD8,Q53H80,1
Q9NZD8,P60891,1
Q86UW9,P61601,1
Q86UW9,P62166,1
Q86UW9,P37235,1
Q86UW9,Q9UM19,1
Q86UW9,Q9BQY4,1
Q86UW9,Q93062,1
Q86UW9,P62760,1
Q86UW9,Q8HWS3,1
Q86UW9,O15162,1
Q9NYL2,Q8N184,1
Q06323,Q9UL46,1
Q7L622,Q9NNW5,1
P07910,P07910,1
P07910,O00505,1
P07910,Q93100,1
P07910,P63279,1
P07910,Q13526,1
P07910,P51116,1
P07910,P01116,1
P07910,Q9P0T4,1
P07910,Q15834,1
P07910,Q86SE5,1
P20807,Q7Z6G3,1
O00161,P54920,1
O00161,Q9P2A4,1
O00161,P51116,1
O00161,O75558,1
O00161,Q9NYB9,1
P60660,O43809,1
P60660,Q01844,1
Q96BW1,Q8WU10,1
Q9UJX2,Q93062,1
Q9UJX2,Q9Y3Q8,1
Q9UJX2,O95073,1
P45973,O43463,1
P45973,Q9BWN1,1
P45973,Q8IYF1,1
P49366,Q9GZV4,1
P49366,P32969,1
P49366,Q9GZT8,1
P49366,Q6ZVK8,1
Q96ED9,O14639,1
Q96ED9,Q9H4K1,1
Q96ED9,O95251,1
Q96ED9,Q8N5R6,1
Q96ED9,Q12929,1
Q96ED9,Q9BVJ6,1
Q96ED9,Q9H8T0,1
Q96ED9,O95990,1
Q96ED9,Q9UBZ4,1
Q96ED9,Q6ZU52,1
Q96ED9,P15622,1
Q16401,P35998,1
Q8N5H7,O43281,1
Q9H5V7,Q9H5V7,1
Q9H5V7,Q15834,1
Q9H5V7,O95751,1
P20809,P43364,1
Q9BTA9,P19012,1
Q5JVL4,Q8IYF3,1
O14639,Q12933,1
O14639,Q8N6Y0,1
O14639,Q13137,1
O14639,Q9Y3Q8,1
O14639,Q08379,1
O14639,P19012,1
O14639,O95751,1
O14639,Q9BUH8,1
Q9NRG1,Q96G04,1
Q9NRG1,P42229,1
Q9NRG1,O60941,1
Q9NRG1,Q8NFF5,1
Q9NRG1,P00492,1
Q9NRG1,Q01844,1
Q9NRG1,Q9GZT8,1
Q14011,P38159,1
P52272,Q9BQ04,1
Q96RN5,Q13643,1
Q96RN5,O15162,1
Q96RN5,P55198,1
O95721,Q96LR2,1
O95985,Q9UKJ5,1
O95985,Q9BQ66,1
Q9Y262,Q9UBQ5,1
Q92841,O60504,1
Q92841,Q15637,1
Q9UHP6,Q96CW1,1
O96015,Q5TD97,1
O96015,Q96FJ2,1
Q9UNF0,Q9UNF0,1
Q9UNF0,Q9BY11,1
Q13323,Q07817,1
P33992,Q99750,1
O43251,Q9BQY4,1
O43251,Q96MA1,1
O43251,Q93062,1
O43251,Q15038,1
Q9NQG6,P43355,1
Q9Y512,P50222,1
O75791,P62258,1
O75791,O95630,1
O75791,P14136,1
O75791,Q93062,1
O75791,O15156,1
O75791,Q7L4P6,1
O75791,P61978,1
O75791,Q9BQ66,1
Q8N5Z5,Q8N5Z5,1
Q8N5Z5,O75716,1
Q8N5Z5,P25786,1
Q8N5Z5,Q9UGJ1,1
Q8N5Z5,Q8N456,1
Q8N5Z5,Q6NW29,1
Q8N5Z5,Q9GZT8,1
Q8N5Z5,P29972,1
Q8N5Z5,Q6ZVK8,1
Q969R5,O75886,1
Q969R5,Q8WUB8,1
Q969R5,Q9HAF1,1
Q92871,P20340,1
Q9C026,P50552,1
Q9C026,P14598,1
Q9C026,Q9Y297,1
P62333,O00233,1
P62333,Q8TAB5,1
P62333,P46108,1
P62333,Q15834,1
Q9UEU0,Q9UNK0,1
O43708,O43708,1
Q13572,Q12933,1
Q16665,O60224,1
P56279,Q13137,1
P56279,Q7L7L0,1
Q6PJT7,P35900,1
Q6PJT7,Q9UPT5,1
P62191,Q13200,1
P62191,Q15834,1
Q9NPC3,Q9NPC3,1
O43281,O60504,1
Q9BW66,Q96AJ1,1
P25963,Q96HA1,1
Q9Y3B6,Q15006,1
Q9UL46,Q9UL46,1
Q9Y2I6,Q9BSW7,1
Q9Y2I6,P13994,1
Q9Y2I6,P13805,1
Q9Y2I6,Q9BRK4,1
Q9Y2I6,P41220,1
Q9Y2I6,Q9P2K3,1
Q9Y2I6,Q7Z3B3,1
Q9Y2I6,Q9H4K1,1
Q9Y2I6,Q9BUY5,1
Q9Y2I6,O60293,1
Q9Y2I6,O95251,1
Q9Y2I6,Q8N5R6,1
Q9Y2I6,Q15911,1
Q9Y2I6,Q9NS73,1
Q9Y2I6,Q9BVJ6,1
Q9Y2I6,Q9P126,1
Q9Y2I6,Q9BTE1,1
Q9Y2I6,O15015,1
Q9Y2I6,O95990,1
Q9Y2I6,Q9UBZ4,1
Q9Y2I6,P17275,1
Q9Y2I6,Q8NA61,1
Q9Y2I6,Q7L8J4,1
Q9Y2I6,Q8N8B7,1
Q9Y2I6,Q96CN9,1
Q9Y2I6,Q01844,1
Q9Y2I6,Q9UJ04,1
Q9Y2I6,P15622,1
Q9Y2I6,Q02040,1
Q9P104,O60238,1
Q9P104,Q15834,1
Q9BTC0,Q9H0M0,1
Q9BTC0,Q07955,1
Q9BTC0,Q92997,1
Q9BTC0,P61978,1
Q9BTC0,O00308,1
Q9P218,Q8IYF3,1
Q9GZN8,Q93100,1
Q9GZN8,Q86SE5,1
Q9Y4P9,Q9H8W4,1
Q9Y4P9,O96006,1
Q15437,O94855,1
Q15437,P53992,1
Q9P286,Q9BRK4,1
Q9P286,Q9UGJ1,1
Q9P286,Q13643,1
Q9P286,Q9NR12,1
Q9NQG5,Q9UGJ1,1
Q9H444,P63279,1
Q8TAP6,P22234,1
Q8TAP6,P32321,1
Q8TAP6,P14136,1
Q8TAP6,Q9Y467,1
Q8TAP6,P43364,1
Q8TAP6,Q96EK5,1
O94818,O75971,1
O94818,P56545,1
O94818,P43364,1
Q9UNA4,Q13137,1
Q9UNA4,Q15038,1
Q99708,Q13526,1
Q99708,P51116,1
Q99708,Q96HA8,1
Q99708,Q8IV36,1
Q99708,P48059,1
P33240,Q9UMX0,1
Q8N5F7,Q8NHQ1,1
Q8N5F7,Q9NVV9,1
Q8N5F7,Q86V42,1
Q9NPJ8,Q9H4D5,1
P98170,P98170,1
P98170,P55211,1
P98170,Q96HA8,1
P98170,Q96FJ2,1
P41227,P30304,1
P41227,Q96KQ7,1
P51606,O96006,1
Q96EF0,Q96QG7,1
Q96DX5,Q9NWT6,1
Q96DX5,P12277,1
Q9P1W9,Q9NTM9,1
P78381,Q99750,1
P78381,O15162,1
P50402,O43889,1
P50402,Q969F0,1
P50402,Q8N7W2,1
Q96C24,Q15834,1
Q9Y6E0,Q9BUL8,1
O00505,Q9Y247,1
Q9BW62,Q14061,1
Q96AP0,Q9NUX5,1
Q9NPB6,P41743,1
O75541,Q96LR2,1
O75541,Q15834,1
Q13232,O43765,1
Q13232,P15531,1
Q7Z6G3,Q7Z6G3,1
Q7Z6G3,A4D1E9,1
Q7Z6G3,Q9P2K3,1
Q7Z6G3,Q9HC98,1
Q7Z6G3,Q7Z3B3,1
Q7Z6G3,Q8IYF3,1
Q7Z6G3,Q9BY27,1
Q7Z6G3,P25786,1
Q7Z6G3,P51116,1
Q7Z6G3,Q9BU64,1
Q7Z6G3,Q8N5R6,1
Q7Z6G3,Q96HA8,1
Q7Z6G3,O00273,1
Q7Z6G3,Q9BVI4,1
O00746,P15531,1
P63279,O43353,1
P63279,P78364,1
P63279,Q9Y4E5,1
P63279,Q14134,1
P63279,Q13485,1
P63279,Q96B23,1
P63279,Q9UKT9,1
P63279,P61978,1
P63279,O15015,1
P63279,Q8NDC0,1
P63279,Q01826,1
P63279,O14964,1
P63279,Q13422,1
P63279,Q9NR12,1
P63279,O96006,1
P63279,O95073,1
P63279,Q9UI36,1
Q96AJ1,P43364,1
Q15370,Q15369,1
Q9UJY4,P36406,1
Q9UJY4,Q13526,1
Q96EY1,Q96AQ9,1
Q96EY1,O15209,1
Q15274,Q9UMX1,1
Q15274,Q9BQ66,1
Q9ULZ3,P10644,1
Q12846,P54920,1
Q12846,O75379,1
Q9BSW7,Q9Y3Q8,1
Q9BSW7,Q15834,1
Q9BSW7,Q9BY43,1
O75150,Q9Y4E5,1
O75150,Q9BSJ1,1
O75150,Q09161,1
P62491,Q8TBN0,1
Q06547,O60763,1
Q06547,Q96M61,1
Q06547,Q8NHU6,1
Q06547,O15287,1
Q9UL45,Q9UL45,1
Q9UL45,Q8IYI6,1
Q9UL45,Q9Y3C0,1
Q9UL45,Q12929,1
Q9UL45,Q96BD8,1
Q9UL45,Q96HA8,1
Q9UL45,Q96LR2,1
Q9UL45,Q9H8W4,1
P61019,Q08379,1
P61019,Q8NEG0,1
Q15006,O43402,1
Q93045,Q8IYF3,1
P29692,P26641,1
Q9H788,Q9UJU6,1
Q9H788,Q99961,1
Q9H788,P14317,1
Q9H788,P43364,1
Q96QG7,Q96QG7,1
Q96QG7,Q9Y6C2,1
Q96QG7,Q01844,1
O95214,Q96E93,1
O60238,O60238,1
O60238,Q12983,1
O60238,P17152,1
O60238,Q01844,1
O00295,P50222,1
O00295,Q01844,1
P13807,P46976,1
Q8N2M8,Q9BQY4,1
O75864,Q8N7W2,1
O75864,Q96E35,1
Q9NWS0,Q9Y3Q8,1
Q9NXH9,P43364,1
Q9HA65,Q96CV9,1
Q9HA65,P55273,1
P13994,Q12933,1
P13994,P17028,1
P13994,P49910,1
O43765,Q12805,1
O43765,Q96SL4,1
O43765,P10451,1
O43765,P10124,1
O43765,Q9H2B2,1
O43765,Q8TCT8,1
O43765,Q9Y624,1
O43765,O95967,1
O43765,Q9BXJ1,1
O43765,O60844,1
P13805,P13805,1
P13805,P51116,1
P13805,Q13136,1
P13805,Q96E35,1
P13805,Q96S99,1
P13805,Q15834,1
Q8N2W9,Q13137,1
Q14213,Q99750,1
Q9BYD3,Q9BQ66,1
P06731,Q01844,1
O43186,Q99750,1
O43186,Q8TC57,1
Q9NWV8,Q9NXR7,1
P54920,Q9NQC3,1
P54920,Q13190,1
Q9UI14,Q9UI14,1
Q9UI14,Q9NRS6,1
Q9UI14,P51116,1
Q9UI14,Q14088,1
Q9UI14,P62820,1
Q9UI14,Q96HA8,1
Q9UI14,Q8NI60,1
Q9UI14,Q9H8W4,1
Q9UI14,Q96C03,1
Q9UI14,Q9GZT8,1
Q9UI14,Q6ZVK8,1
Q99418,Q96HB5,1
Q9P2T0,Q99750,1
P0C1Z6,Q59EK9,1
P0C1Z6,P06753,1
Q9BVK8,Q9P2A4,1
Q9BQD3,Q9NYH9,1
Q9BQD3,Q8IY31,1
Q9BQD3,Q9H8S9,1
Q9BQD3,Q9NQZ6,1
Q9BQD3,P51116,1
Q9BQD3,O75558,1
Q9BQD3,P09493,1
Q9BQD3,Q8N5R6,1
Q9BQD3,Q9GZQ8,1
Q9BQD3,P06753,1
Q9BQD3,Q5SW79,1
Q9BQD3,Q9UJ41,1
Q9BQD3,Q96D59,1
Q9BQD3,Q8WYH8,1
Q9BQD3,Q96LK0,1
Q9BQD3,Q8N715,1
Q9BQD3,Q9UPT5,1
Q9BQD3,Q96MT8,1
Q9BQD3,Q01844,1
Q9BQD3,Q96EZ8,1
Q9BQD3,Q9GZT8,1
Q9BQD3,Q14533,1
Q9BQD3,Q8IYF1,1
Q9BQD3,Q6ZVK8,1
O15155,Q8N6Y0,1
Q02218,O15162,1
Q13155,P14868,1
Q13155,Q0VDD7,1
Q13155,Q5SW79,1
Q13155,Q12929,1
Q13155,Q13643,1
O60568,Q9BQY4,1
O60568,Q7Z7J5,1
O60568,Q15834,1
O60568,P0C7A2,1
O60568,Q96KQ7,1
Q15910,Q15834,1
P50222,P52198,1
P50222,P01282,1
P50222,Q9BQ66,1
O95994,Q96HA1,1
Q9NX63,Q15834,1
Q9NX63,Q9BQ66,1
Q15056,Q9H3H3,1
P43005,Q01844,1
Q8WUY3,Q96D15,1
Q8WUY3,Q01844,1
O43889,Q12982,1
O43889,Q13021,1
O43889,Q9UNK0,1
Q8NEA6,Q9UMX1,1
Q9NQX5,Q99750,1
Q9NQX5,P61978,1
Q9NQX5,O15162,1
Q9NQX5,Q9BQ66,1
O00151,O43707,1
O00151,P14136,1
O14832,P43364,1
Q9H7M9,O15162,1
Q9BRK4,Q12933,1
Q9BRK4,Q9BQY4,1
Q9BRK4,Q14134,1
Q9BRK4,Q93062,1
Q9BRK4,Q9P0T4,1
Q9BRK4,Q15834,1
Q9H467,Q01844,1
Q9UMX1,Q96D15,1
Q9UMX1,Q9NPA3,1
Q9UMX1,Q96H86,1
Q9UMX1,Q7Z412,1
Q9P287,P62829,1
Q9P287,Q99877,1
Q9H668,Q9UGJ1,1
O94907,Q99750,1
O76003,Q6UY14,1
O76003,O95967,1
O76003,O15162,1
O76003,Q9BQ66,1
Q5VWN6,Q5VWN6,1
Q5VWN6,Q15834,1
Q5VWN6,O95751,1
Q59EK9,Q96CW1,1
Q59EK9,P61225,1
P45381,P45381,1
O94972,Q13895,1
O94972,Q9H5Z6,1
O94972,Q15398,1
O94972,Q9H4K1,1
O94972,P53618,1
O94972,P51116,1
O94972,Q8TCX5,1
O94972,Q96KB5,1
O94972,O95990,1
O94972,Q9UBZ4,1
O94972,Q8TAU3,1
O94972,Q96M61,1
O94972,Q01844,1
O94972,Q96EZ8,1
O94972,Q6ZU52,1
O94972,Q8N720,1
O94972,O43663,1
O94972,Q8IYF1,1
O94972,Q6ZVK8,1
P17509,P21673,1
P17509,P19012,1
P17509,O15162,1
Q9Y272,O15162,1
Q7Z5J4,Q13526,1
Q13867,Q13867,1
Q13867,Q8WVZ9,1
P55039,Q9H446,1
Q8IY81,O15481,1
Q8IY81,P21673,1
O43572,P10644,1
Q9NYH9,Q9BQY4,1
Q9NYH9,Q15834,1
Q9P2A4,Q5SW79,1
Q9P2A4,O15372,1
Q9P2A4,Q86YM7,1
Q9P2A4,Q9C0F1,1
Q9P2A4,P19012,1
Q9P2A4,Q6ZU52,1
P10644,Q9H8W4,1
P10644,Q9BSF0,1
P62258,O94875,1
P62258,O60269,1
Q8IY31,Q9NYB9,1
Q8IY31,Q8WXE1,1
Q8IY31,Q9UPT5,1
Q8IY31,Q8TES7,1
Q13432,Q96GX8,1
P49888,Q8TC92,1
Q9UKJ5,Q99750,1
Q9UKJ5,P32242,1
Q9UKJ5,Q8NEC5,1
Q9UKJ5,Q9H8W4,1
Q9UKJ5,Q9BQ66,1
P61077,Q9HCM9,1
O95198,Q53G59,1
Q9C040,P78324,1
Q05516,Q9P209,1
Q05516,Q8NHQ1,1
Q05516,Q8TC92,1
Q05516,O43791,1
Q05516,Q12933,1
Q05516,Q15834,1
Q05516,O95751,1
Q05516,P43364,1
Q05516,O15162,1
Q05516,P14373,1
Q05516,Q9BQ66,1
P11142,Q9NZL4,1
O60711,Q9BUY5,1
O60711,Q96BD5,1
O60711,P48059,1
O60711,Q9NV31,1
O60711,Q96HA1,1
Q9UMS4,Q9UPT5,1
Q13490,Q12933,1
Q13490,P14923,1
Q13490,P43364,1
O00330,Q01844,1
Q96QU6,Q96QU6,1
Q96QU6,Q8TES7,1
Q8N336,Q9NWX6,1
Q03426,Q03426,1
Q03426,Q01844,1
P05783,Q8IYI6,1
P05783,Q9UGJ1,1
P05783,Q9Y5B8,1
P05783,P19012,1
P05783,Q15834,1
P05783,O95751,1
P05783,O14964,1
Q96A72,Q9Y2J4,1
Q96A72,Q9NP66,1
Q96A72,Q9Y5S9,1
Q9NR22,Q9NR22,1
Q9NR21,Q969Y2,1
P46527,P30281,1
P46527,P30279,1
P46527,Q12933,1
P40937,P35249,1
Q16630,Q53G59,1
Q16630,Q9H0M0,1
Q16630,Q9H6L4,1
Q16630,Q9BSL1,1
Q16630,Q9NXP7,1
Q16630,O43809,1
Q16630,Q01844,1
Q16630,O15162,1
Q16630,O00308,1
Q13601,Q01844,1
Q99618,Q12933,1
Q99618,Q9GZU7,1
P45974,O75528,1
P78364,Q8IXK0,1
P78364,Q9UHJ3,1
Q9H446,Q9Y295,1
Q9H446,Q6ZVK8,1
Q9Y294,Q9UKI8,1
Q16539,Q07352,1
O76064,Q9C0F1,1
O76064,Q15834,1
Q9Y4E5,P51116,1
Q9Y4E5,Q13137,1
Q9Y4E5,P52306,1
Q5VWX1,O75525,1
Q5VWX1,P38159,1
Q5VWX1,P61978,1
Q5VWX1,Q01844,1
O43189,Q9NVV9,1
O43189,Q93062,1
Q96PU8,P61978,1
Q99750,Q99750,1
Q99750,P04899,1
Q99750,P32242,1
Q99750,O95201,1
Q99750,Q9ULA0,1
Q99750,Q9H5Z6,1
Q99750,Q9H0I2,1
Q99750,Q8WUT4,1
Q99750,Q15475,1
Q99750,Q5TA45,1
Q99750,Q13526,1
Q99750,Q92692,1
Q99750,Q9BUY5,1
Q99750,P55055,1
Q99750,Q5TAQ9,1
Q99750,Q8WV24,1
Q99750,Q16828,1
Q99750,P84101,1
Q99750,Q8TBE0,1
Q99750,Q9GZM7,1
Q99750,O94817,1
Q99750,Q96HB5,1
Q99750,Q9NRN7,1
Q99750,Q96HA8,1
Q99750,Q96LJ7,1
Q99750,Q969U6,1
Q99750,Q8IYX3,1
