protein1_pdb,protein2_pdb,protein1_uniprot,protein2_uniprot,interaction_type
5EU6,1KPU,A0A5B9,P01887,0
5EU6,1KPV,A0A5B9,P01887,0
5EU6,1LD9,A0A5B9,P01887,0
5EU6,1LEG,A0A5B9,P01887,0
5EU6,1LEK,A0A5B9,P01887,0
5EU6,1MHC,A0A5B9,P01887,0
5EU6,1N59,A0A5B9,P01887,0
5EU6,1NAM,A0A5B9,P01887,0
5EU6,1NEZ,A0A5B9,P01887,0
5EU6,1P4L,A0A5B9,P01887,0
5EU6,1PQZ,A0A5B9,P01887,0
5EU6,1QO3,A0A5B9,P01887,0
5EU6,1RJZ,A0A5B9,P01887,0
5EU6,1RK0,A0A5B9,P01887,0
5EU6,1RK1,A0A5B9,P01887,0
5EU6,1S7Q,A0A5B9,P01887,0
5EU6,1S7S,A0A5B9,P01887,0
5EU6,1T0N,A0A5B9,P01887,0
5EU6,1VAC,A0A5B9,P01887,0
5EU6,1VAD,A0A5B9,P01887,0
5EU6,1WBX,A0A5B9,P01887,0
5EU6,1WBY,A0A5B9,P01887,0
5EU6,1WBZ,A0A5B9,P01887,0
5EU6,1YN6,A0A5B9,P01887,0
5EU6,1YN7,A0A5B9,P01887,0
5EU6,2CLV,A0A5B9,P01887,0
5EU6,2CLZ,A0A5B9,P01887,0
5EU6,2FO4,A0A5B9,P01887,0
5EU6,2FWO,A0A5B9,P01887,0
5EU6,2OL3,A0A5B9,P01887,0
5EU6,2QRI,A0A5B9,P01887,0
5EU6,2VAA,A0A5B9,P01887,0
5EU6,3BUY,A0A5B9,P01887,0
5EU6,3CPL,A0A5B9,P01887,0
5EU6,3DMM,A0A5B9,P01887,0
5EU6,3FOL,A0A5B9,P01887,0
5EU6,3FOM,A0A5B9,P01887,0
5EU6,3FTG,A0A5B9,P01887,0
5EU6,3G08,A0A5B9,P01887,0
5EU6,3GML,A0A5B9,P01887,0
5EU6,3GMM,A0A5B9,P01887,0
5EU6,3GMO,A0A5B9,P01887,0
5EU6,3GMQ,A0A5B9,P01887,0
5EU6,3GMR,A0A5B9,P01887,0
5EU6,3HE6,A0A5B9,P01887,0
5EU6,3HE7,A0A5B9,P01887,0
5EU6,3ILP,A0A5B9,P01887,0
5EU6,3NWM,A0A5B9,P01887,0
5EU6,3P4M,A0A5B9,P01887,0
5EU6,3P4N,A0A5B9,P01887,0
5EU6,3P4O,A0A5B9,P01887,0
5EU6,3P9L,A0A5B9,P01887,0
5EU6,3P9M,A0A5B9,P01887,0
5EU6,3PAB,A0A5B9,P01887,0
5EU6,3PWU,A0A5B9,P01887,0
5EU6,3ROL,A0A5B9,P01887,0
5EU6,3SDD,A0A5B9,P01887,0
5EU6,3T1F,A0A5B9,P01887,0
5EU6,4IHO,A0A5B9,P01887,0
5EU6,4L8B,A0A5B9,P01887,0
5EU6,4L8D,A0A5B9,P01887,0
5EU6,4MQ7,A0A5B9,P01887,0
5EU6,4MX7,A0A5B9,P01887,0
5EU6,4NSK,A0A5B9,P01887,0
5EU6,4PG2,A0A5B9,P01887,0
5EU6,4PG9,A0A5B9,P01887,0
5EU6,4PGD,A0A5B9,P01887,0
5EU6,4PGE,A0A5B9,P01887,0
5EU6,4Y16,A0A5B9,P01887,0
5EU6,4ZAK,A0A5B9,P01887,0
5EU6,4ZUT,A0A5B9,P01887,0
5EU6,4ZUU,A0A5B9,P01887,0
5EU6,5E8O,A0A5B9,P01887,0
5EU6,5EFI,A0A5B9,P01887,0
5EU6,5KD4,A0A5B9,P01887,0
5EU6,5OQF,A0A5B9,P01887,0
5EU6,5OQH,A0A5B9,P01887,0
5EU6,5WEU,A0A5B9,P01887,0
5EU6,6C5M,A0A5B9,P01887,0
5EU6,6C6F,A0A5B9,P01887,0
5EU6,6C6H,A0A5B9,P01887,0
5EU6,6CW6,A0A5B9,P01887,0
5EU6,6CWB,A0A5B9,P01887,0
5EU6,6CWE,A0A5B9,P01887,0
5EU6,6CX5,A0A5B9,P01887,0
5EU6,6CX9,A0A5B9,P01887,0
5EU6,6CXF,A0A5B9,P01887,0
5EU6,6CYW,A0A5B9,P01887,0
5EU6,6E1I,A0A5B9,P01887,0
5EU6,6GB5,A0A5B9,P01887,0
5EU6,6MJ4,A0A5B9,P01887,0
5EU6,6MJA,A0A5B9,P01887,0
5EU6,6MJI,A0A5B9,P01887,0
5EU6,6MJJ,A0A5B9,P01887,0
5EU6,6OJP,A0A5B9,P01887,0
5EU6,7WCY,A0A5B9,P01887,0
5EU6,8D5K,A0A5B9,P01887,0
5EU6,8FHL,A0A5B9,P01887,0
5FK9,1BQH,A0A5B9,P01887,0
5FK9,1BZ9,A0A5B9,P01887,0
5FK9,1DDH,A0A5B9,P01887,0
5FK9,1FFO,A0A5B9,P01887,0
5FK9,1FO0,A0A5B9,P01887,0
5FK9,1FZJ,A0A5B9,P01887,0
5FK9,1FZK,A0A5B9,P01887,0
5FK9,1FZM,A0A5B9,P01887,0
5FK9,1FZO,A0A5B9,P01887,0
5FK9,1G7P,A0A5B9,P01887,0
5FK9,1HOC,A0A5B9,P01887,0
5FK9,1INQ,A0A5B9,P01887,0
5FK9,1JPF,A0A5B9,P01887,0
5FK9,1JUF,A0A5B9,P01887,0
5FK9,1K8D,A0A5B9,P01887,0
5FK9,1KBG,A0A5B9,P01887,0
5FK9,1KJ2,A0A5B9,P01887,0
5FK9,1KJ3,A0A5B9,P01887,0
5FK9,1KPU,A0A5B9,P01887,0
5FK9,1KPV,A0A5B9,P01887,0
5FK9,1LD9,A0A5B9,P01887,0
5FK9,1LEG,A0A5B9,P01887,0
5FK9,1LEK,A0A5B9,P01887,0
5FK9,1MHC,A0A5B9,P01887,0
5FK9,1N59,A0A5B9,P01887,0
5FK9,1NAM,A0A5B9,P01887,0
5FK9,1NEZ,A0A5B9,P01887,0
5FK9,1P4L,A0A5B9,P01887,0
5FK9,1PQZ,A0A5B9,P01887,0
5FK9,1QO3,A0A5B9,P01887,0
5FK9,1RJZ,A0A5B9,P01887,0
5FK9,1RK0,A0A5B9,P01887,0
5FK9,1RK1,A0A5B9,P01887,0
5FK9,1S7Q,A0A5B9,P01887,0
5FK9,1S7S,A0A5B9,P01887,0
5FK9,1T0N,A0A5B9,P01887,0
5FK9,1VAC,A0A5B9,P01887,0
5FK9,1VAD,A0A5B9,P01887,0
5FK9,1WBX,A0A5B9,P01887,0
5FK9,1WBY,A0A5B9,P01887,0
5FK9,1WBZ,A0A5B9,P01887,0
5FK9,1YN6,A0A5B9,P01887,0
5FK9,1YN7,A0A5B9,P01887,0
5FK9,2CLV,A0A5B9,P01887,0
5FK9,2CLZ,A0A5B9,P01887,0
5FK9,2FO4,A0A5B9,P01887,0
5FK9,2FWO,A0A5B9,P01887,0
5FK9,2OL3,A0A5B9,P01887,0
5FK9,2QRI,A0A5B9,P01887,0
5FK9,2VAA,A0A5B9,P01887,0
5FK9,3BUY,A0A5B9,P01887,0
5FK9,3CPL,A0A5B9,P01887,0
5FK9,3DMM,A0A5B9,P01887,0
5FK9,3FOL,A0A5B9,P01887,0
5FK9,3FOM,A0A5B9,P01887,0
5FK9,3FTG,A0A5B9,P01887,0
5FK9,3G08,A0A5B9,P01887,0
5FK9,3GML,A0A5B9,P01887,0
5FK9,3GMM,A0A5B9,P01887,0
5FK9,3GMO,A0A5B9,P01887,0
5FK9,3GMQ,A0A5B9,P01887,0
5FK9,3GMR,A0A5B9,P01887,0
5FK9,3HE6,A0A5B9,P01887,0
5FK9,3HE7,A0A5B9,P01887,0
5FK9,3ILP,A0A5B9,P01887,0
5FK9,3NWM,A0A5B9,P01887,0
5FK9,3P4M,A0A5B9,P01887,0
5FK9,3P4N,A0A5B9,P01887,0
5FK9,3P4O,A0A5B9,P01887,0
5FK9,3P9L,A0A5B9,P01887,0
5FK9,3P9M,A0A5B9,P01887,0
5FK9,3PAB,A0A5B9,P01887,0
5FK9,3PWU,A0A5B9,P01887,0
5FK9,3ROL,A0A5B9,P01887,0
5FK9,3SDD,A0A5B9,P01887,0
5FK9,3T1F,A0A5B9,P01887,0
5FK9,4IHO,A0A5B9,P01887,0
5FK9,4L8B,A0A5B9,P01887,0
5FK9,4L8D,A0A5B9,P01887,0
5FK9,4MQ7,A0A5B9,P01887,0
5FK9,4MX7,A0A5B9,P01887,0
5FK9,4NSK,A0A5B9,P01887,0
5FK9,4PG2,A0A5B9,P01887,0
5FK9,4PG9,A0A5B9,P01887,0
5FK9,4PGD,A0A5B9,P01887,0
5FK9,4PGE,A0A5B9,P01887,0
5FK9,4Y16,A0A5B9,P01887,0
5FK9,4ZAK,A0A5B9,P01887,0
5FK9,4ZUT,A0A5B9,P01887,0
5FK9,4ZUU,A0A5B9,P01887,0
5FK9,5E8O,A0A5B9,P01887,0
5FK9,5EFI,A0A5B9,P01887,0
5FK9,5KD4,A0A5B9,P01887,0
5FK9,5OQF,A0A5B9,P01887,0
5FK9,5OQH,A0A5B9,P01887,0
5FK9,5WEU,A0A5B9,P01887,0
5FK9,6C5M,A0A5B9,P01887,0
5FK9,6C6F,A0A5B9,P01887,0
5FK9,6C6H,A0A5B9,P01887,0
5FK9,6CW6,A0A5B9,P01887,0
5FK9,6CWB,A0A5B9,P01887,0
5FK9,6CWE,A0A5B9,P01887,0
5FK9,6CX5,A0A5B9,P01887,0
5FK9,6CX9,A0A5B9,P01887,0
5FK9,6CXF,A0A5B9,P01887,0
5FK9,6CYW,A0A5B9,P01887,0
5FK9,6E1I,A0A5B9,P01887,0
5FK9,6GB5,A0A5B9,P01887,0
5FK9,6MJ4,A0A5B9,P01887,0
5FK9,6MJA,A0A5B9,P01887,0
5FK9,6MJI,A0A5B9,P01887,0
5FK9,6MJJ,A0A5B9,P01887,0
5FK9,6OJP,A0A5B9,P01887,0
5FK9,7WCY,A0A5B9,P01887,0
5FK9,8D5K,A0A5B9,P01887,0
5FK9,8FHL,A0A5B9,P01887,0
6CPH,1BQH,A0A5B9,P01887,0
6CPH,1BZ9,A0A5B9,P01887,0
6CPH,1DDH,A0A5B9,P01887,0
6CPH,1FFO,A0A5B9,P01887,0
6CPH,1FO0,A0A5B9,P01887,0
6CPH,1FZJ,A0A5B9,P01887,0
6CPH,1FZK,A0A5B9,P01887,0
6CPH,1FZM,A0A5B9,P01887,0
6CPH,1FZO,A0A5B9,P01887,0
6CPH,1G7P,A0A5B9,P01887,0
6CPH,1HOC,A0A5B9,P01887,0
6CPH,1INQ,A0A5B9,P01887,0
6CPH,1JPF,A0A5B9,P01887,0
6CPH,1JUF,A0A5B9,P01887,0
6CPH,1K8D,A0A5B9,P01887,0
6CPH,1KBG,A0A5B9,P01887,0
6CPH,1KJ2,A0A5B9,P01887,0
6CPH,1KJ3,A0A5B9,P01887,0
6CPH,1KPU,A0A5B9,P01887,0
6CPH,1KPV,A0A5B9,P01887,0
6CPH,1LD9,A0A5B9,P01887,0
6CPH,1LEG,A0A5B9,P01887,0
6CPH,1LEK,A0A5B9,P01887,0
6CPH,1MHC,A0A5B9,P01887,0
6CPH,1N59,A0A5B9,P01887,0
6CPH,1NAM,A0A5B9,P01887,0
6CPH,1NEZ,A0A5B9,P01887,0
6CPH,1P4L,A0A5B9,P01887,0
6CPH,1PQZ,A0A5B9,P01887,0
6CPH,1QO3,A0A5B9,P01887,0
6CPH,1RJZ,A0A5B9,P01887,0
6CPH,1RK0,A0A5B9,P01887,0
6CPH,1RK1,A0A5B9,P01887,0
6CPH,1S7Q,A0A5B9,P01887,0
6CPH,1S7S,A0A5B9,P01887,0
6CPH,1T0N,A0A5B9,P01887,0
6CPH,1VAC,A0A5B9,P01887,0
6CPH,1VAD,A0A5B9,P01887,0
6CPH,1WBX,A0A5B9,P01887,0
6CPH,1WBY,A0A5B9,P01887,0
6CPH,1WBZ,A0A5B9,P01887,0
6CPH,1YN6,A0A5B9,P01887,0
6CPH,1YN7,A0A5B9,P01887,0
6CPH,2CLV,A0A5B9,P01887,0
6CPH,2CLZ,A0A5B9,P01887,0
6CPH,2FO4,A0A5B9,P01887,0
6CPH,2FWO,A0A5B9,P01887,0
6CPH,2OL3,A0A5B9,P01887,0
6CPH,2QRI,A0A5B9,P01887,0
6CPH,2VAA,A0A5B9,P01887,0
6CPH,3BUY,A0A5B9,P01887,0
6CPH,3CPL,A0A5B9,P01887,0
6CPH,3DMM,A0A5B9,P01887,0
6CPH,3FOL,A0A5B9,P01887,0
6CPH,3FOM,A0A5B9,P01887,0
6CPH,3FTG,A0A5B9,P01887,0
6CPH,3G08,A0A5B9,P01887,0
6CPH,3GML,A0A5B9,P01887,0
6CPH,3GMM,A0A5B9,P01887,0
6CPH,3GMO,A0A5B9,P01887,0
6CPH,3GMQ,A0A5B9,P01887,0
6CPH,3GMR,A0A5B9,P01887,0
6CPH,3HE6,A0A5B9,P01887,0
6CPH,3HE7,A0A5B9,P01887,0
6CPH,3ILP,A0A5B9,P01887,0
6CPH,3NWM,A0A5B9,P01887,0
6CPH,3P4M,A0A5B9,P01887,0
6CPH,3P4N,A0A5B9,P01887,0
6CPH,3P4O,A0A5B9,P01887,0
6CPH,3P9L,A0A5B9,P01887,0
6CPH,3P9M,A0A5B9,P01887,0
6CPH,3PAB,A0A5B9,P01887,0
6CPH,3PWU,A0A5B9,P01887,0
6CPH,3ROL,A0A5B9,P01887,0
6CPH,3SDD,A0A5B9,P01887,0
6CPH,3T1F,A0A5B9,P01887,0
6CPH,4IHO,A0A5B9,P01887,0
6CPH,4L8B,A0A5B9,P01887,0
6CPH,4L8D,A0A5B9,P01887,0
6CPH,4MQ7,A0A5B9,P01887,0
6CPH,4MX7,A0A5B9,P01887,0
6CPH,4NSK,A0A5B9,P01887,0
6CPH,4PG2,A0A5B9,P01887,0
6CPH,4PG9,A0A5B9,P01887,0
6CPH,4PGD,A0A5B9,P01887,0
6CPH,4PGE,A0A5B9,P01887,0
6CPH,4Y16,A0A5B9,P01887,0
6CPH,4ZAK,A0A5B9,P01887,0
6CPH,4ZUT,A0A5B9,P01887,0
6CPH,4ZUU,A0A5B9,P01887,0
6CPH,5E8O,A0A5B9,P01887,0
6CPH,5EFI,A0A5B9,P01887,0
6CPH,5KD4,A0A5B9,P01887,0
6CPH,5OQF,A0A5B9,P01887,0
6CPH,5OQH,A0A5B9,P01887,0
6CPH,5WEU,A0A5B9,P01887,0
6CPH,6C5M,A0A5B9,P01887,0
6CPH,6C6F,A0A5B9,P01887,0
6CPH,6C6H,A0A5B9,P01887,0
6CPH,6CW6,A0A5B9,P01887,0
6CPH,6CWB,A0A5B9,P01887,0
6CPH,6CWE,A0A5B9,P01887,0
6CPH,6CX5,A0A5B9,P01887,0
6CPH,6CX9,A0A5B9,P01887,0
6CPH,6CXF,A0A5B9,P01887,0
6CPH,6CYW,A0A5B9,P01887,0
6CPH,6E1I,A0A5B9,P01887,0
6CPH,6GB5,A0A5B9,P01887,0
6CPH,6MJ4,A0A5B9,P01887,0
6CPH,6MJA,A0A5B9,P01887,0
6CPH,6MJI,A0A5B9,P01887,0
6CPH,6MJJ,A0A5B9,P01887,0
6CPH,6OJP,A0A5B9,P01887,0
6CPH,7WCY,A0A5B9,P01887,0
6CPH,8D5K,A0A5B9,P01887,0
6CPH,8FHL,A0A5B9,P01887,0
6MJ4,1BQH,A0A5B9,P01887,0
6MJ4,1BZ9,A0A5B9,P01887,0
6MJ4,1DDH,A0A5B9,P01887,0
6MJ4,1FFO,A0A5B9,P01887,0
6MJ4,1FO0,A0A5B9,P01887,0
6MJ4,1FZJ,A0A5B9,P01887,0
6MJ4,1FZK,A0A5B9,P01887,0
6MJ4,1FZM,A0A5B9,P01887,0
6MJ4,1FZO,A0A5B9,P01887,0
6MJ4,1G7P,A0A5B9,P01887,0
6MJ4,1HOC,A0A5B9,P01887,0
6MJ4,1INQ,A0A5B9,P01887,0
6MJ4,1JPF,A0A5B9,P01887,0
6MJ4,1JUF,A0A5B9,P01887,0
6MJ4,1K8D,A0A5B9,P01887,0
6MJ4,1KBG,A0A5B9,P01887,0
6MJ4,1KJ2,A0A5B9,P01887,0
6MJ4,1KJ3,A0A5B9,P01887,0
6MJ4,1KPU,A0A5B9,P01887,0
6MJ4,1KPV,A0A5B9,P01887,0
6MJ4,1LD9,A0A5B9,P01887,0
6MJ4,1LEG,A0A5B9,P01887,0
6MJ4,1LEK,A0A5B9,P01887,0
6MJ4,1MHC,A0A5B9,P01887,0
6MJ4,1N59,A0A5B9,P01887,0
6MJ4,1NAM,A0A5B9,P01887,0
6MJ4,1NEZ,A0A5B9,P01887,0
6MJ4,1P4L,A0A5B9,P01887,0
6MJ4,1PQZ,A0A5B9,P01887,0
6MJ4,1QO3,A0A5B9,P01887,0
6MJ4,1RJZ,A0A5B9,P01887,0
6MJ4,1RK0,A0A5B9,P01887,0
6MJ4,1RK1,A0A5B9,P01887,0
6MJ4,1S7Q,A0A5B9,P01887,0
6MJ4,1S7S,A0A5B9,P01887,0
6MJ4,1T0N,A0A5B9,P01887,0
6MJ4,1VAC,A0A5B9,P01887,0
6MJ4,1VAD,A0A5B9,P01887,0
6MJ4,1WBX,A0A5B9,P01887,0
6MJ4,1WBY,A0A5B9,P01887,0
6MJ4,1WBZ,A0A5B9,P01887,0
6MJ4,1YN6,A0A5B9,P01887,0
6MJ4,1YN7,A0A5B9,P01887,0
6MJ4,2CLV,A0A5B9,P01887,0
6MJ4,2CLZ,A0A5B9,P01887,0
6MJ4,2FO4,A0A5B9,P01887,0
6MJ4,2FWO,A0A5B9,P01887,0
6MJ4,2OL3,A0A5B9,P01887,0
6MJ4,2QRI,A0A5B9,P01887,0
6MJ4,2VAA,A0A5B9,P01887,0
6MJ4,3BUY,A0A5B9,P01887,0
6MJ4,3CPL,A0A5B9,P01887,0
6MJ4,3DMM,A0A5B9,P01887,0
6MJ4,3FOL,A0A5B9,P01887,0
6MJ4,3FOM,A0A5B9,P01887,0
6MJ4,3FTG,A0A5B9,P01887,0
6MJ4,3G08,A0A5B9,P01887,0
6MJ4,3GML,A0A5B9,P01887,0
6MJ4,3GMM,A0A5B9,P01887,0
6MJ4,3GMO,A0A5B9,P01887,0
6MJ4,3GMQ,A0A5B9,P01887,0
6MJ4,3GMR,A0A5B9,P01887,0
6MJ4,3HE6,A0A5B9,P01887,0
6MJ4,3HE7,A0A5B9,P01887,0
6MJ4,3ILP,A0A5B9,P01887,0
6MJ4,3NWM,A0A5B9,P01887,0
6MJ4,3P4M,A0A5B9,P01887,0
6MJ4,3P4N,A0A5B9,P01887,0
6MJ4,3P4O,A0A5B9,P01887,0
6MJ4,3P9L,A0A5B9,P01887,0
6MJ4,3P9M,A0A5B9,P01887,0
6MJ4,3PAB,A0A5B9,P01887,0
6MJ4,3PWU,A0A5B9,P01887,0
6MJ4,3ROL,A0A5B9,P01887,0
6MJ4,3SDD,A0A5B9,P01887,0
6MJ4,3T1F,A0A5B9,P01887,0
6MJ4,4IHO,A0A5B9,P01887,0
6MJ4,4L8B,A0A5B9,P01887,0
6MJ4,4L8D,A0A5B9,P01887,0
6MJ4,4MQ7,A0A5B9,P01887,0
6MJ4,4MX7,A0A5B9,P01887,0
6MJ4,4NSK,A0A5B9,P01887,0
6MJ4,4PG2,A0A5B9,P01887,0
6MJ4,4PG9,A0A5B9,P01887,0
6MJ4,4PGD,A0A5B9,P01887,0
6MJ4,4PGE,A0A5B9,P01887,0
6MJ4,4ZUT,A0A5B9,P01887,0
6MJ4,4ZUU,A0A5B9,P01887,0
6MJ4,5E8O,A0A5B9,P01887,0
6MJ4,5EFI,A0A5B9,P01887,0
6MJ4,5KD4,A0A5B9,P01887,0
6MJ4,5OQF,A0A5B9,P01887,0
6MJ4,5OQH,A0A5B9,P01887,0
6MJ4,5WEU,A0A5B9,P01887,0
6MJ4,6C5M,A0A5B9,P01887,0
6MJ4,6C6F,A0A5B9,P01887,0
6MJ4,6C6H,A0A5B9,P01887,0
6MJ4,6CW6,A0A5B9,P01887,0
6MJ4,6CWB,A0A5B9,P01887,0
6MJ4,6CWE,A0A5B9,P01887,0
6MJ4,6CX5,A0A5B9,P01887,0
6MJ4,6CX9,A0A5B9,P01887,0
6MJ4,6CXF,A0A5B9,P01887,0
6MJ4,6CYW,A0A5B9,P01887,0
6MJ4,6E1I,A0A5B9,P01887,0
6MJ4,6GB5,A0A5B9,P01887,0
6MJ4,6MJ4,A0A5B9,P01887,0
6MJ4,6MJA,A0A5B9,P01887,0
6MJ4,6MJI,A0A5B9,P01887,0
6MJ4,6MJJ,A0A5B9,P01887,0
6MJ4,6OJP,A0A5B9,P01887,0
6MJ4,7WCY,A0A5B9,P01887,0
6MJ4,8D5K,A0A5B9,P01887,0
6MJ4,8FHL,A0A5B9,P01887,0
6MJA,1BQH,A0A5B9,P01887,0
6MJA,1BZ9,A0A5B9,P01887,0
6MJA,1DDH,A0A5B9,P01887,0
6MJA,1FFO,A0A5B9,P01887,0
6MJA,1FO0,A0A5B9,P01887,0
6MJA,1FZJ,A0A5B9,P01887,0
6MJA,1FZK,A0A5B9,P01887,0
6MJA,1FZM,A0A5B9,P01887,0
6MJA,1FZO,A0A5B9,P01887,0
6MJA,1G7P,A0A5B9,P01887,0
6MJA,1HOC,A0A5B9,P01887,0
6MJA,1INQ,A0A5B9,P01887,0
6MJA,1JPF,A0A5B9,P01887,0
6MJA,1JUF,A0A5B9,P01887,0
6MJA,1K8D,A0A5B9,P01887,0
6MJA,1KBG,A0A5B9,P01887,0
6MJA,1KJ2,A0A5B9,P01887,0
6MJA,1KJ3,A0A5B9,P01887,0
6MJA,1KPU,A0A5B9,P01887,0
6MJA,1KPV,A0A5B9,P01887,0
6MJA,1LD9,A0A5B9,P01887,0
6MJA,1LEG,A0A5B9,P01887,0
6MJA,1LEK,A0A5B9,P01887,0
6MJA,1MHC,A0A5B9,P01887,0
6MJA,1N59,A0A5B9,P01887,0
6MJA,1NAM,A0A5B9,P01887,0
6MJA,1NEZ,A0A5B9,P01887,0
6MJA,1P4L,A0A5B9,P01887,0
6MJA,1PQZ,A0A5B9,P01887,0
6MJA,1QO3,A0A5B9,P01887,0
6MJA,1RJZ,A0A5B9,P01887,0
6MJA,1RK0,A0A5B9,P01887,0
6MJA,1RK1,A0A5B9,P01887,0
6MJA,1S7Q,A0A5B9,P01887,0
6MJA,1S7S,A0A5B9,P01887,0
6MJA,1T0N,A0A5B9,P01887,0
6MJA,1VAC,A0A5B9,P01887,0
6MJA,1VAD,A0A5B9,P01887,0
6MJA,1WBX,A0A5B9,P01887,0
6MJA,1WBY,A0A5B9,P01887,0
6MJA,1WBZ,A0A5B9,P01887,0
6MJA,1YN6,A0A5B9,P01887,0
6MJA,1YN7,A0A5B9,P01887,0
6MJA,2CLV,A0A5B9,P01887,0
6MJA,2CLZ,A0A5B9,P01887,0
6MJA,2FO4,A0A5B9,P01887,0
6MJA,2FWO,A0A5B9,P01887,0
6MJA,2OL3,A0A5B9,P01887,0
6MJA,2QRI,A0A5B9,P01887,0
6MJA,2VAA,A0A5B9,P01887,0
6MJA,3BUY,A0A5B9,P01887,0
6MJA,3CPL,A0A5B9,P01887,0
6MJA,3DMM,A0A5B9,P01887,0
6MJA,3FOL,A0A5B9,P01887,0
6MJA,3FOM,A0A5B9,P01887,0
6MJA,3FTG,A0A5B9,P01887,0
6MJA,3G08,A0A5B9,P01887,0
6MJA,3GML,A0A5B9,P01887,0
6MJA,3GMM,A0A5B9,P01887,0
6MJA,3GMO,A0A5B9,P01887,0
6MJA,3GMQ,A0A5B9,P01887,0
6MJA,3GMR,A0A5B9,P01887,0
6MJA,3HE6,A0A5B9,P01887,0
6MJA,3HE7,A0A5B9,P01887,0
6MJA,3ILP,A0A5B9,P01887,0
6MJA,3NWM,A0A5B9,P01887,0
6MJA,3P4M,A0A5B9,P01887,0
6MJA,3P4N,A0A5B9,P01887,0
6MJA,3P4O,A0A5B9,P01887,0
6MJA,3P9L,A0A5B9,P01887,0
6MJA,3P9M,A0A5B9,P01887,0
6MJA,3PAB,A0A5B9,P01887,0
6MJA,3PWU,A0A5B9,P01887,0
6MJA,3ROL,A0A5B9,P01887,0
6MJA,3SDD,A0A5B9,P01887,0
6MJA,3T1F,A0A5B9,P01887,0
6MJA,4IHO,A0A5B9,P01887,0
6MJA,4L8B,A0A5B9,P01887,0
6MJA,4L8D,A0A5B9,P01887,0
6MJA,4MQ7,A0A5B9,P01887,0
6MJA,4MX7,A0A5B9,P01887,0
6MJA,4NSK,A0A5B9,P01887,0
6MJA,4PG2,A0A5B9,P01887,0
6MJA,4PG9,A0A5B9,P01887,0
6MJA,4PGD,A0A5B9,P01887,0
6MJA,4PGE,A0A5B9,P01887,0
6MJA,4ZUT,A0A5B9,P01887,0
6MJA,4ZUU,A0A5B9,P01887,0
6MJA,5E8O,A0A5B9,P01887,0
6MJA,5EFI,A0A5B9,P01887,0
6MJA,5KD4,A0A5B9,P01887,0
6MJA,5OQF,A0A5B9,P01887,0
6MJA,5OQH,A0A5B9,P01887,0
6MJA,5WEU,A0A5B9,P01887,0
6MJA,6C5M,A0A5B9,P01887,0
6MJA,6C6F,A0A5B9,P01887,0
6MJA,6C6H,A0A5B9,P01887,0
6MJA,6CW6,A0A5B9,P01887,0
6MJA,6CWB,A0A5B9,P01887,0
6MJA,6CWE,A0A5B9,P01887,0
6MJA,6CX5,A0A5B9,P01887,0
6MJA,6CX9,A0A5B9,P01887,0
6MJA,6CXF,A0A5B9,P01887,0
6MJA,6CYW,A0A5B9,P01887,0
6MJA,6E1I,A0A5B9,P01887,0
6MJA,6GB5,A0A5B9,P01887,0
6MJA,6MJA,A0A5B9,P01887,0
6MJA,6MJI,A0A5B9,P01887,0
6MJA,6MJJ,A0A5B9,P01887,0
6MJA,6OJP,A0A5B9,P01887,0
6MJA,7WCY,A0A5B9,P01887,0
6MJA,8D5K,A0A5B9,P01887,0
6MJA,8FHL,A0A5B9,P01887,0
6MJI,1BQH,A0A5B9,P01887,0
6MJI,1BZ9,A0A5B9,P01887,0
6MJI,1DDH,A0A5B9,P01887,0
6MJI,1FFO,A0A5B9,P01887,0
6MJI,1FO0,A0A5B9,P01887,0
6MJI,1FZJ,A0A5B9,P01887,0
6MJI,1FZK,A0A5B9,P01887,0
6MJI,1FZM,A0A5B9,P01887,0
6MJI,1FZO,A0A5B9,P01887,0
6MJI,1G7P,A0A5B9,P01887,0
6MJI,1HOC,A0A5B9,P01887,0
6MJI,1INQ,A0A5B9,P01887,0
6MJI,1JPF,A0A5B9,P01887,0
6MJI,1JUF,A0A5B9,P01887,0
6MJI,1K8D,A0A5B9,P01887,0
6MJI,1KBG,A0A5B9,P01887,0
6MJI,1KJ2,A0A5B9,P01887,0
6MJI,1KJ3,A0A5B9,P01887,0
6MJI,1KPU,A0A5B9,P01887,0
6MJI,1KPV,A0A5B9,P01887,0
6MJI,1LD9,A0A5B9,P01887,0
6MJI,1LEG,A0A5B9,P01887,0
6MJI,1LEK,A0A5B9,P01887,0
6MJI,1MHC,A0A5B9,P01887,0
6MJI,1N59,A0A5B9,P01887,0
6MJI,1NAM,A0A5B9,P01887,0
6MJI,1NEZ,A0A5B9,P01887,0
6MJI,1P4L,A0A5B9,P01887,0
6MJI,1PQZ,A0A5B9,P01887,0
6MJI,1QO3,A0A5B9,P01887,0
6MJI,1RJZ,A0A5B9,P01887,0
6MJI,1RK0,A0A5B9,P01887,0
6MJI,1RK1,A0A5B9,P01887,0
6MJI,1S7Q,A0A5B9,P01887,0
6MJI,1S7S,A0A5B9,P01887,0
6MJI,1T0N,A0A5B9,P01887,0
6MJI,1VAC,A0A5B9,P01887,0
6MJI,1VAD,A0A5B9,P01887,0
6MJI,1WBX,A0A5B9,P01887,0
6MJI,1WBY,A0A5B9,P01887,0
6MJI,1WBZ,A0A5B9,P01887,0
